"","Name","Mileage"
"4686","Datsun GO Plus A",20.62
"4687","Hyundai Creta 1.6 VTVT S",15.29
"4688","Maruti Alto K10 VXI",24.07
"4689","Hyundai Santa Fe 4X4",14.66
"4690","Volkswagen Polo GT TDI",15.11
"4691","Honda Amaze S i-Dtech",25.8
"4692","Maruti Swift VDI",22.9
"4693","Skoda Rapid 1.6 TDI Ambition",20.5
"4694","Mercedes-Benz E-Class 280 CDI",11
"4695","Mahindra Scorpio SLE BSIV",12.05
"4696","Nissan Sunny 2011-2014 Diesel XL",21.64
"4697","Maruti Swift Dzire VXi",17.5
"4698","Hyundai EON Sportz",21.1
"4699","Honda Brio S MT",19.4
"4700","Nissan Micra XV Primo",18.06
"4701","Maruti Alto LXi BSII",19.7
"4702","BMW 3 Series 320d",22.69
"4703","Volkswagen Polo 1.2 MPI Highline",16.47
"4704","Maruti Celerio LXI",23.1
"4705","Maruti Wagon R VXI 1.2",21.5
"4706","Maruti Ciaz ZDi Plus",26.21
"4707","Audi A4 2.0 TDI",16.55
"4708","Honda Brio S MT",19.4
"4709","Mahindra Scorpio VLX 2WD AT BSIV",11.79
"4710","Honda City i DTEC V",26
"4711","BMW X1 sDrive20d",17.05
"4712","Chevrolet Spark 1.0 LT",18
"4713","Ford Figo Diesel EXI",20
"4714","Maruti Swift VXI BSIV",20.4
"4715","Mercedes-Benz New C-Class C 220 CDI Avantgarde",19.27
"4716","Skoda Octavia Elegance 2.0 TDI AT",19.3
"4717","BMW X3 xDrive20d xLine",18.56
"4718","Hyundai EON Era Plus",21.1
"4719","Audi A4 35 TDI Technology",18.25
"4720","Ford Figo 2015-2019 1.2P Titanium MT",18.16
"4721","Maruti Alto K10 2010-2014 VXI",20.92
"4722","Maruti Alto 800 2016-2019 VXI",24.7
"4723","Mercedes-Benz New C-Class C 220 CDI Style",19.27
"4724","Hyundai Santro D Lite",20.3
"4725","Hyundai Xcent 1.1 CRDi S",24.4
"4726","Honda Amaze S i-Dtech",25.8
"4727","Maruti Swift Vdi BSIII",17.8
"4728","Volkswagen Polo 1.2 MPI Comfortline",16.2
"4729","Audi A4 2.0 TDI 177 Bhp Premium Plus",17.11
"4730","Land Rover Range Rover 3.6 TDV8 Vogue SE",10.2
"4731","Mahindra XUV500 W8 2WD",16
"4732","Ford Endeavour 2.5L 4X2",13.1
"4733","Tata Indica V2 DLX",17.2
"4734","Maruti Baleno Alpha",21.4
"4735","Hyundai Xcent 1.1 CRDi Base",24.4
"4736","Honda Civic 2006-2010 1.8 S MT",13.5
"4737","Hyundai i20 Sportz Option 1.2",18.6
"4738","Tata Nexon 1.2 Revotron XZ Plus",17
"4739","Hyundai i20 Sportz 1.2",18.6
"4740","Maruti Swift Dzire ZXI",19.1
"4741","Maruti Wagon R LXI",22.5
"4742","Hyundai i20 Sportz 1.4 CRDi",21.9
"4743","Toyota Fortuner 4x2 AT",12.55
"4744","Hyundai i10 Sportz",20.36
"4745","Hyundai Grand i10 Asta",18.9
"4746","Hyundai i20 Asta 1.2",18.6
"4747","Maruti Vitara Brezza ZDi Plus",24.3
"4748","Honda Amaze S i-Dtech",25.8
"4749","Mercedes-Benz M-Class ML 250 CDI",15.26
"4750","Hyundai i20 Sportz Diesel",23
"4751","Hyundai i10 Era",19.81
"4752","Maruti Swift Dzire VDI",26.59
"4753","BMW Z4 2009-2013 Roadster 2.5i",10.37
"4754","Maruti Baleno Alpha Diesel",27.39
"4755","Chevrolet Beat Diesel",25.44
"4756","Honda Brio V MT",19.4
"4757","Ford Figo Diesel Titanium",20
"4758","Maruti Celerio VXI AT",23.1
"4759","Mercedes-Benz New C-Class C 220 CDI Elegance AT",14.84
"4760","Honda Brio S MT",19.4
"4761","Maruti Baleno Alpha CVT",21.4
"4762","Hyundai EON Sportz",21.1
"4763","Toyota Prius 2009-2016 Z4",18.1611630453379
"4764","Hyundai i20 1.4 CRDi Sportz",23
"4765","Ford Endeavour 3.2 Titanium AT 4X4",10.91
"4766","Honda City i-VTEC VX",17.4
"4767","Maruti SX4 ZDI",21.5
"4768","Chevrolet Optra Magnum 1.6 LS Petrol",12.9
"4769","Volkswagen Vento Diesel Highline",20.54
"4770","Honda City V MT",16.8
"4771","Hyundai Creta 1.6 CRDi SX Option",19.67
"4772","Hyundai Xcent 1.1 CRDi SX",24.4
"4773","Mercedes-Benz GLC 220d 4MATIC Style",17.9
"4774","Ford Figo Diesel EXI",20
"4775","Volkswagen Jetta 2007-2011 2.0 TDI Trendline",15
"4776","Mahindra TUV 300 2015-2019 T8",18.49
"4777","Ford Ecosport 1.5 Ti VCT MT Titanium",15.8
"4778","Hyundai Verna 1.6 SX VTVT (O)",17.1
"4779","Hyundai i20 Sportz 1.2",18.6
"4780","Audi A4 New 2.0 TDI Multitronic",15.2
"4781","Nissan Micra Active XV S",19.49
"4782","Mercedes-Benz M-Class ML 250 CDI",15.26
"4783","Land Rover Discovery Sport TD4 S",12.83
"4784","Hyundai Creta 1.6 SX Option Executive",15.8
"4785","Skoda Rapid 1.6 TDI Active",20.5
"4786","Maruti Swift Dzire VDI",23.4
"4787","Hyundai Creta 1.6 SX",15.8
"4788","Hyundai Grand i10 CRDi Sportz",24
"4789","Mahindra TUV 300 T8",18.49
"4790","Hyundai Grand i10 CRDi Sportz",24
"4791","BMW X5 xDrive 30d",11.7
"4792","Maruti Dzire AMT VDI",28.4
"4793","Toyota Fortuner 4x4 MT",12.55
"4794","Audi A6 2011-2015 35 TDI Technology",17.68
"4795","Honda Jazz 1.5 V i DTEC",27.3
"4796","Audi Q7 4.2 TDI Quattro Technology",11.33
"4797","Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV",12.05
"4798","Chevrolet Cruze LTZ",18.3
"4799","Chevrolet Beat Diesel LT",25.44
"4800","Audi A4 35 TDI Premium Plus",18.25
"4801","Skoda Rapid 1.6 MPI AT Style",14.3
"4802","Maruti Swift Dzire VDI",23.4
"4803","Toyota Fortuner 3.0 Diesel",11.5
"4804","Maruti Swift VDI",22.9
"4805","Honda City 1.5 V MT Exclusive",17
"4806","Mercedes-Benz M-Class ML 250 CDI",15.26
"4807","Maruti Swift Ldi BSIII",17.8
"4808","Ford Aspire Titanium Diesel",26.1
"4809","Hyundai i10 Sportz",20.36
"4810","Fiat Punto 1.4 Emotion",14.6
"4811","Maruti Alto LXi",19.7
"4812","Maruti Swift VXI BSIV",20.4
"4813","Mercedes-Benz New C-Class C 220 CDI Avantgarde",19.27
"4814","Tata Indica V2 DLE BSIII",17.88
"4815","Maruti Alto 800 VXI",22.74
"4816","Skoda Superb 2.8 V6 AT",9.3
"4817","Volkswagen Polo Petrol Comfortline 1.2L",16.47
"4818","Maruti Dzire AMT ZXI Plus",22
"4819","Mahindra Scorpio VLX",12.05
"4820","Maruti Swift Vdi BSIII",17.8
"4821","BMW 3 Series 320d Prestige",18.88
"4822","Tata Nano STD SE",25.4
"4823","Toyota Innova 2.5 VX (Diesel) 8 Seater",12.99
"4824","Honda Brio S Option MT",18.4
"4825","Tata Tiago AMT 1.2 Revotron XZA",23.84
"4826","Mahindra Scorpio SLE BSIV",12.05
"4827","BMW 5 Series 2003-2012 525d",16.73
"4828","Toyota Corolla Altis D-4D GL",21.43
"4829","Honda City i VTEC CVT VX",18
"4830","Hyundai Verna CRDi 1.6 SX Option",22
"4831","Maruti Swift Dzire VDI Optional",26.59
"4832","Maruti Ciaz ZXi",20.73
"4833","Ford Ecosport 1.5 DV5 MT Titanium",22.7
"4834","Maruti Alto K10 2010-2014 VXI",20.92
"4835","Honda Amaze V CVT Petrol",19
"4836","Mahindra XUV500 W6 2WD",15.1
"4837","Mahindra TUV 300 2015-2019 T8",18.49
"4838","Honda Jazz VX",18.2
"4839","Maruti Swift VXI BSIII W/ ABS",16.1
"4840","Volkswagen Polo Petrol Highline 1.2L",16.47
"4841","Hyundai Creta 1.6 SX Option Diesel",20.5
"4842","Chevrolet Beat LS",18.6
"4843","Honda Amaze VX i-DTEC",25.8
"4844","Mercedes-Benz E-Class 230 E AT",10
"4845","BMW 5 Series 530d M Sport",18.59
"4846","Audi A3 35 TDI Premium Plus",20.38
"4847","Maruti Swift Dzire VDI",26.59
"4848","Maruti Swift Dzire VDI",26.59
"4849","Toyota Innova 2.5 V Diesel 7-seater",12.8
"4850","BMW X3 xDrive20d",16.09
"4851","BMW 5 Series 2003-2012 525d",16.73
"4852","Mahindra XUV500 W8 2WD",15.1
"4853","Honda City 1.5 S MT",17
"4854","Force One LX 4x4",17
"4855","Volkswagen Polo 1.5 TDI Comfortline",20.14
"4856","Honda Jazz S",16
"4857","Toyota Etios Liva GD SP",23.59
"4858","Nissan Terrano XV Premium 110 PS",19.01
"4859","BMW X3 xDrive 20d xLine",18.56
"4860","Hyundai i20 1.2 Magna",18.5
"4861","Ford Fiesta EXi 1.4 TDCi Ltd",17.8
"4862","Honda City 1.5 V AT",16.8
"4863","Maruti Swift VDI BSIV",25.2
"4864","Hyundai Grand i10 CRDi SportZ Edition",24
"4865","Audi Q7 45 TDI Quattro Technology",14.75
"4866","Volkswagen Ameo 1.2 MPI Highline 16 Alloy",17
"4867","Honda City i VTEC CVT VX",18
"4868","Maruti Baleno Alpha 1.3",27.39
"4869","Hyundai Grand i10 CRDi Sportz",24
"4870","Maruti Swift Dzire VDi",19.3
"4871","Maruti Swift 1.3 VXi",16.1
"4872","Land Rover Freelander 2 TD4 HSE",0
"4873","Toyota Fortuner 3.0 Diesel",11.5
"4874","Honda Jazz VX Diesel",27.3
"4875","Maruti Vitara Brezza LDi Option",24.3
"4876","Maruti Swift Dzire VDI",23.4
"4877","Skoda Rapid 1.5 TDI AT Elegance",21.66
"4878","Land Rover Freelander 2 TD4 SE",0
"4879","Maruti Alto 800 LXI",22.74
"4880","Volkswagen Polo Petrol Highline 1.2L",16.47
"4881","Honda City i DTEC SV",26
"4882","Maruti Swift Dzire LDI",23.4
"4883","Audi A4 2.0 TDI 177 Bhp Technology Edition",17.11
"4884","Honda City i VTEC VX",17.8
"4885","Ford Figo Aspire 1.2 Ti-VCT Ambiente",18.16
"4886","Maruti Vitara Brezza LDi",24.3
"4887","Renault Duster 110PS Diesel RxL",19.01
"4888","Hyundai i20 Active 1.4 SX",21.19
"4889","Mahindra Logan Petrol 1.4 GLE",15.7
"4890","Honda City ZX GXi",17.7
"4891","Ford Figo Petrol EXI",15.6
"4892","Renault Duster Petrol RxL",13.06
"4893","Hyundai i10 Sportz 1.2",20.36
"4894","Land Rover Discovery Sport TD4 HSE 7S",12.81
"4895","Audi Q5 2008-2012 2.0 TFSI Quattro",9.74
"4896","Maruti Versa DX2 BS II",11.3
"4897","Maruti Swift Dzire ZDI",26.59
"4898","Audi A4 2.0 TDI Premium Sport Limited Edition",17.11
"4899","Volkswagen Polo 1.2 MPI Comfortline",16.47
"4900","Toyota Fortuner 3.0 Diesel",11.5
"4901","Toyota Fortuner 3.0 Diesel",11.5
"4902","Honda Accord 2.4 MT",12.8
"4903","Maruti Swift ZDi",22.9
"4904","Skoda Fabia 1.2 MPI Classic",17.5
"4905","Jeep Compass 2.0 Sport",17.1
"4906","Tata Nano Twist XT",25.4
"4907","Ford Fiesta 1.6 ZXi ABS",15.3
"4908","Maruti Celerio ZDi",27.62
"4909","Toyota Fortuner 3.0 Diesel",11.5
"4910","Maruti Celerio ZDi",27.62
"4911","Hyundai EON Era Plus",21.1
"4912","Ford Fiesta Diesel Trend",23.5
"4913","Volkswagen Polo 1.2 MPI Comfortline",16.47
"4914","Volkswagen Polo 1.2 MPI Comfortline",16.2
"4915","Maruti Vitara Brezza ZDi",24.3
"4916","Honda Brio S MT",19.4
"4917","Maruti Swift Dzire VXi",17.5
"4918","Maruti Celerio LXI MT",23.1
"4919","Hyundai Creta 1.6 SX Plus Petrol Automatic",13
"4920","Ford Ecosport 1.5 DV5 MT Titanium",22.7
"4921","Honda CR-V RVi MT",13.1
"4922","Land Rover Discovery Sport SD4 HSE Luxury 7S",12.51
"4923","Mahindra XUV500 W8 2WD",15.1
"4924","Volkswagen Polo 1.2 MPI Highline",16.47
"4925","Hyundai i10 Magna AT",19.2
"4926","Hyundai i10 Magna 1.2",20.36
"4927","Chevrolet Cruze LTZ AT",14.81
"4928","Mercedes-Benz E-Class E 200 CGI",12
"4929","Hyundai Sonata 2.4 GDI",11.7
"4930","Mercedes-Benz New C-Class C 200 Kompressor Elegance AT",11.74
"4931","Volkswagen Polo Diesel Trendline 1.2L",22.07
"4932","Honda City i VTEC SV",17.4
"4933","Maruti Vitara Brezza ZDi",24.3
"4934","Hyundai Elite i20 Asta Option",18.6
"4935","Tata New Safari Dicor EX 4X2",13.93
"4936","Nissan Sunny 2011-2014 Diesel XL",21.64
"4937","BMW 3 Series 330 Ci Convertible",10.9
"4938","Toyota Corolla 1.8 J",14.53
"4939","Hyundai Verna 1.6 SX",22.32
"4940","Maruti Swift Dzire VDi",19.3
"4941","Maruti Dzire VDI",28.4
"4942","Maruti Alto K10 VXI",24.07
"4943","Jaguar XJ 5.0 L V8 Supercharged",10.5
"4944","Mercedes-Benz New C-Class 220 CDI AT",14.84
"4945","Hyundai Verna CRDi 1.6 SX Option",22
"4946","Chevrolet Aveo 1.6 LT",14.2
"4947","Maruti Swift VXI BSIV",20.4
"4948","Hyundai Verna 1.6 CRDi S",23.9
"4949","Mercedes-Benz GLC 220d Celebration Edition",17.9
"4950","Toyota Fortuner 4x2 Manual",13
"4951","Audi Q5 2008-2012 2.0 TDI",12.8
"4952","BMW 3 Series 320d Dynamic",13.2
"4953","Maruti Alto 800 2016-2019 LXI",24.7
"4954","Maruti Alto K10 2010-2014 VXI",20.92
"4955","Audi A4 1.8 TFSI Technology Edition",15.64
"4956","Maruti Swift VXi BSIV",16.1
"4957","Maruti Wagon R VXI",22.5
"4958","Skoda Rapid 1.5 TDI Ambition",21.14
"4959","Honda Jazz S",16
"4960","Mahindra XUV500 W10 2WD",16
"4961","Maruti Ritz VXi",18.5
"4962","Mercedes-Benz GLE 250d",17.9
"4963","Skoda Rapid 1.6 TDI Ambition",20.5
"4964","Hyundai Grand i10 CRDi Magna",24
"4965","Hyundai Elite i20 Petrol Asta",18.6
"4966","Tata Zest Quadrajet 1.3 75PS XE",22.95
"4967","Hyundai i20 Magna 1.4 CRDi",22.54
"4968","Skoda Rapid 1.6 TDI Elegance",20.5
"4969","Fiat Linea Emotion",16
"4970","Maruti Swift VXI BSIII W/ ABS",16.1
"4971","Tata Indica V2 2001-2011 eLS",25
"4972","Mercedes-Benz New C-Class C 220 CDI Elegance AT",14.84
"4973","Mercedes-Benz GLE 350d",11.57
"4974","Honda City V MT AVN",16.8
"4975","Hyundai i20 Magna",18.5
"4976","Toyota Fortuner 4x2 Manual",13
"4977","Hyundai Grand i10 Magna",18.9
"4978","Volkswagen Jetta 2007-2011 2.0 TDI Comfortline",15
"4979","Ford EcoSport 1.5 Ti VCT AT Titanium",15.63
"4980","Hyundai EON Magna Plus",21.1
"4981","Nissan Micra XV CVT",19.15
"4982","Honda Jazz 1.2 V CVT i VTEC",19
"4983","Volkswagen Polo 1.2 MPI Trendline",16.47
"4984","Maruti Alto LXi",19.7
"4985","Hyundai Verna 1.6 SX",22.32
"4986","Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde",10
"4987","Tata Zest Revotron 1.2 XT",17.57
"4988","Honda Brio S Option MT",18.4
"4989","Honda Jazz VX Diesel",27.3
"4990","Maruti Alto K10 VXI AGS",24.07
"4991","Maruti Zen VXi - BS III",17.3
"4992","Hyundai i20 Sportz 1.4 CRDi",22.54
"4993","Maruti SX4 S Cross DDiS 320 Zeta",22.7
"4994","Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance",14.21
"4995","Chevrolet Enjoy Petrol LS 7 Seater",13.7
"4996","Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency",14.21
"4997","Mahindra XUV500 W4",16
"4998","Hyundai i10 Sportz",20.36
"4999","Hyundai Getz 1.3 GLS",14.2
"5000","Audi Q7 3.0 TDI quattro",12.07
"5001","Mahindra Scorpio SLE BSIV",12.05
"5002","Honda Jazz 1.2 SV i VTEC",18.7
"5003","Tata Safari Storme 2012-2015 EX",14
"5004","Mahindra XUV500 W6 2WD",15.1
"5005","Volkswagen Polo Diesel Comfortline 1.2L",22.07
"5006","Maruti Swift Dzire ZDi",19.3
"5007","Audi Q3 2.0 TDI",15.73
"5008","Maruti Celerio ZXI",23.1
"5009","Honda City V MT Exclusive",16.8
"5010","Hyundai i20 1.2 Spotz",18.6
"5011","Renault KWID RXT",25.17
"5012","Mercedes-Benz CLA 200 CDI Sport",17.9
"5013","Ford Ecosport 1.5 DV5 MT Titanium",22.7
"5014","Hyundai i20 Asta 1.2",18.6
"5015","Toyota Innova 2.5 ZX Diesel 7 Seater",12.99
"5016","Nissan Sunny 2011-2014 Diesel XL",21.64
"5017","Maruti Swift VDI BSIV",25.2
"5018","Maruti A-Star Vxi",19
"5019","Maruti Swift ZXI",18.6
"5020","Mercedes-Benz CLA 200 CDI Sport",17.9
"5021","Maruti Ertiga ZXI",16.02
"5022","Maruti Wagon R LXI",18.9
"5023","Volkswagen Polo Diesel Trendline 1.2L",22.07
"5024","Ford Ecosport 1.5 DV5 MT Titanium Optional",22.7
"5025","Honda City i DTEC VX",25.1
"5026","Toyota Corolla Altis 1.8 GL",14.28
"5027","Mahindra XUV500 W8 2WD",15.1
"5028","Maruti Alto 800 2016-2019 VXI",24.7
"5029","BMW 5 Series 530d M Sport",18.59
"5030","Hyundai EON D Lite Plus",21.1
"5031","Maruti Swift Dzire VDI",26.59
"5032","Audi A4 2.0 TDI",16.55
"5033","Skoda Superb Elegance 1.8 TSI AT",13.7
"5034","Tata Zest Revotron 1.2T XM",17.57
"5035","Force One LX ABS 7 Seating",17
"5036","Honda City i-VTEC VX",17.4
"5037","Nissan Sunny 2011-2014 XV",16.95
"5038","Maruti Swift 1.3 LXI",16.1
"5039","Volkswagen Vento Petrol Highline AT",14.4
"5040","Hyundai Verna 1.6 SX VTVT AT",15.74
"5041","Hyundai Verna CRDi 1.6 AT SX Plus",22
"5042","Audi A4 2.0 TDI Multitronic",16.55
"5043","Maruti SX4 Vxi BSIV",15.5
"5044","Ford Endeavour 2.2 Titanium AT 4X2",12.62
"5045","Maruti Swift LXI BSIV",20.4
"5046","Hyundai Grand i10 CRDi Magna",24
"5047","Volkswagen Polo 1.5 TDI Highline",20.14
"5048","Mercedes-Benz E-Class 230",10
"5049","Hyundai i20 Asta 1.2",18.6
"5050","Maruti Alto K10 VXI AGS",24.07
"5051","Maruti Ertiga VDI",20.77
"5052","Maruti Celerio VXI AT",23.1
"5053","Renault KWID Climber 1.0 AMT",22.5
"5054","Mahindra Scorpio SLE BSIV",12.05
"5055","Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV",12.8
"5056","Volkswagen Polo Diesel Highline 1.2L",22.07
"5057","Ford Figo Diesel ZXI",20
"5058","Nissan Terrano XL Plus 85 PS",20.45
"5059","Force One LX 4x4",17
"5060","Renault KWID 1.0 RXT Optional AMT",22.5
"5061","Skoda Rapid 1.5 TDI Elegance",21.14
"5062","Mahindra XUV500 AT W10 FWD",16
"5063","Ford Figo Diesel Titanium",20
"5064","Mahindra Bolero ZLX",15.96
"5065","Volkswagen Vento 1.5 TDI Highline",20.64
"5066","Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV",12.99
"5067","Mahindra XUV500 W8 2WD",15.1
"5068","Ford Ecosport 1.5 Ti VCT MT Titanium",15.8
"5069","Volkswagen Jetta 2012-2014 2.0L TDI Highline AT",16.96
"5070","Tata New Safari DICOR 2.2 VX 4x4",13.93
"5071","BMW 3 Series 330d Convertible",8.2
"5072","Volkswagen Polo 1.2 MPI Highline",16.47
"5073","Hyundai i20 Magna Optional 1.2",18.5
"5074","Maruti Ertiga ZDI",20.77
"5075","Honda City i VTEC V",17.4
"5076","Honda City 1.5 S MT",17
"5077","Volkswagen Jetta 2013-2015 2.0L TDI Highline AT",16.96
"5078","Honda Amaze VX i-DTEC",25.8
"5079","Mahindra XUV500 W8 2WD",15.1
"5080","Toyota Corolla Altis VL",14.53
"5081","BMW 3 Series 320d",22.69
"5082","Ford EcoSport 1.5 Diesel Trend",23
"5083","Hyundai i20 Asta Optional with Sunroof 1.2",18.5
"5084","Honda City 1.5 S AT",16.8
"5085","Maruti Ritz VDI (ABS) BS IV",23.2
"5086","Hyundai i10 Era 1.1",19.81
"5087","Chevrolet Sail 1.2 LS",18.2
"5088","Hyundai Verna 1.6 SX CRDi (O)",22.32
"5089","Hyundai Creta 1.6 SX Option",15.8
"5090","Chevrolet Sail 1.2 LS",18.2
"5091","Audi Q5 2.0 TDI",14.16
"5092","Honda City 1.5 V MT Exclusive",17
"5093","Ford EcoSport 1.5 Petrol Titanium",17
"5094","Audi Q7 3.0 TDI Quattro Premium Plus",12.07
"5095","Hyundai i10 Magna 1.2",20.36
"5096","Hyundai i20 1.2 Asta",17
"5097","Maruti Swift Dzire 1.2 Vxi BSIV",17.5
"5098","Tata Indica V2 eLX",25
"5099","BMW 5 Series 2010-2013 530d",16.2
"5100","Maruti Swift VDI",22.9
"5101","Ford Freestyle Titanium Plus Petrol",19
"5102","Hyundai Verna XXi ABS (Petrol)",13.9
"5103","BMW 3 Series 320d Highline",16.07
"5104","Toyota Innova 2.5 G4 Diesel 8-seater",12.8
"5105","Mercedes-Benz New C-Class C 250 CDI Elegance",14.94
"5106","Hyundai Elantra 1.6 SX",22.54
"5107","Maruti Ritz ZDi",23.2
"5108","Maruti Vitara Brezza ZDi Plus Dual Tone",24.3
"5109","Hyundai Xcent 1.2 Kappa S",19.1
"5110","Honda City i DTEC V",26
"5111","Renault KWID RXT",25.17
"5112","Toyota Etios Cross 1.4L VD",23.59
"5113","Maruti Alto K10 VXI",24.07
"5114","Tata Tiago 1.2 Revotron XM Option",23.84
"5115","Hyundai i20 1.4 CRDi Magna",21.9
"5116","Audi A4 2.0 TDI",16.55
"5117","Maruti Swift VDI",28.4
"5118","Volkswagen Ameo 1.2 MPI Highline",17
"5119","Honda BRV i-VTEC V CVT",16
"5120","Hyundai i20 Asta",17
"5121","Hyundai Santa Fe 4X4",14.66
"5122","Honda City 1.5 GXI",0
"5123","Maruti Celerio ZXI Optional AMT",23.1
"5124","Hyundai Creta 1.6 SX",15.8
"5125","Tata Indica V2 DL BSIII",17.88
"5126","Volkswagen Vento Petrol Highline",15.04
"5127","Maruti Celerio VXI",23.1
"5128","Mercedes-Benz CLA 200 D Sport Edition",17.9
"5129","Maruti Alto 800 LXI",22.74
"5130","Ford Endeavour 3.2 Titanium AT 4X4",10.91
"5131","Tata Zest Revotron 1.2T XE",17.57
"5132","Volkswagen Vento 1.6 Comfortline",16.09
"5133","Maruti Ertiga ZXI",17.5
"5134","Mercedes-Benz M-Class ML 350 CDI Corporate",14
"5135","Volkswagen Polo 1.2 MPI Highline",16.2
"5136","Toyota Fortuner 4x2 AT",12.55
"5137","Maruti Celerio VXI",23.1
"5138","BMW 3 Series 320d Corporate Edition",16.07
"5139","Honda City ZX VTEC",16.9
"5140","Mitsubishi Cedia Sports",13.17
"5141","Renault Pulse Petrol RxL",18.06
"5142","Volkswagen Polo 1.5 TDI Highline",20.14
"5143","Maruti Baleno RS Petrol",21.1
"5144","Hyundai i10 Magna",20.36
"5145","Hyundai i20 1.2 Spotz",18.6
"5146","BMW Z4 2009-2013 35i",10.37
"5147","Hyundai i10 Sportz 1.2",20.36
"5148","Mini Cooper S Carbon Edition",13.6
"5149","Honda Brio V MT",19.4
"5150","Maruti Ciaz ZXi Option",20.73
"5151","Maruti Swift Dzire ZDi",19.3
"5152","Volkswagen Polo Diesel Comfortline 1.2L",22.07
"5153","BMW X1 sDrive20d",17.05
"5154","Audi Q7 3.0 TDI Quattro Premium Plus",12.07
"5155","Ford Figo 1.5D Trend MT",25.83
"5156","BMW 3 Series Luxury Line",21.76
"5157","Mercedes-Benz M-Class ML 350 CDI Corporate",14
"5158","Maruti Wagon R LX BSIII",17.3
"5159","Maruti Baleno Zeta 1.2",21.4
"5160","Maruti Dzire VXI",22
"5161","Chevrolet Aveo U-VA 1.2 LT",14.7
"5162","Volkswagen Polo 1.5 TDI Highline",20.14
"5163","Land Rover Freelander 2 TD4 SE",0
"5164","Audi Q5 30 TDI quattro Premium",14.16
"5165","Audi A6 35 TDI Matrix",18.53
"5166","Hyundai Grand i10 1.2 CRDi Sportz",24
"5167","Mahindra Scorpio SLE BSIV",12.05
"5168","Tata Bolt Quadrajet XE",22.95
"5169","Hyundai EON Era Plus",21.1
"5170","Mahindra Scorpio S8 8 Seater",15.4
"5171","Honda Accord 2001-2003 2.0 AT",11.1
"5172","Volkswagen Polo 1.2 MPI Highline",16.2
"5173","Maruti Eeco 7 Seater Standard",15.1
"5174","Hyundai Grand i10 CRDi Sportz",24
"5175","Ford Endeavour 3.2 Titanium AT 4X4",10.91
"5176","Hyundai Grand i10 1.2 CRDi Sportz",24
"5177","Maruti Swift VDI",22.9
"5178","Hyundai i20 1.2 Asta Option",18.6
"5179","Maruti Swift Dzire VXi",17.5
"5180","BMW 3 Series 320d Luxury Line",22.69
"5181","Honda City ZX GXi",17.7
"5182","Hyundai i10 Sportz 1.2 AT",16.95
"5183","Ford Ecosport Signature Edition Diesel",23
"5184","Maruti Celerio ZXI MT",23.1
"5185","Maruti Ertiga VDI",20.77
"5186","Toyota Innova 2.5 V Diesel 8-seater",12.8
"5187","Honda City i VTEC SV",17.8
"5188","Maruti Swift Dzire VXI",19.1
"5189","Maruti Ritz LXi",18.5
"5190","Hyundai i20 Sportz AT 1.4",15
"5191","Hyundai i20 Active SX Dual Tone Petrol",17.19
"5192","Honda City 1.5 E MT",17
"5193","Porsche Cayenne S Diesel",13.6
"5194","Honda Amaze VX i-VTEC",17.8
"5195","Honda Civic 2006-2010 1.8 S AT",12.9
"5196","Hyundai i20 Magna 1.2",18.6
"5197","Hyundai Creta 1.6 CRDi SX",19.67
"5198","Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus",15.73
"5199","Maruti Alto 800 2016-2019 LXI",24.7
"5200","BMW X1 sDrive 20d Exclusive",15.06
"5201","Hyundai i10 Magna",20.36
"5202","Volkswagen Ameo 1.5 TDI Highline",21.66
"5203","Volkswagen Polo Petrol Highline 1.2L",16.47
"5204","Maruti Ciaz VXi Plus",20.73
"5205","Volkswagen Polo GT TSI",17.21
"5206","Hyundai Xcent 1.1 CRDi Base",24.4
"5207","Honda Civic 2006-2010 1.8 S MT",13.5
"5208","Honda City ZX GXi",17.7
"5209","Mahindra Bolero ZLX",15.96
"5210","Honda City i VTEC V",17.4
"5211","Hyundai Xcent 1.2 CRDi S",25.4
"5212","Renault Duster 110PS Diesel RxL",19.01
"5213","Maruti A-Star AT VXI",16.98
"5214","Audi A4 2.0 TDI 177 Bhp Premium Plus",17.11
"5215","Mahindra XUV500 W8 2WD",16
"5216","Renault Pulse Petrol RxZ",18.06
"5217","BMW 3 Series 320d",13.2
"5218","Toyota Innova Crysta 2.4 GX MT",13.68
"5219","Honda City 1.5 S MT",17
"5220","Maruti Swift VDI",22.9
"5221","Renault Duster 110PS Diesel RxZ Plus",19.64
"5222","Volkswagen Polo 1.2 MPI Comfortline",16.47
"5223","Hyundai i20 Active 1.2 S",17.19
"5224","BMW 5 Series 2013-2017 520d Luxury Line",18.12
"5225","Maruti Swift Dzire LDI",23.4
"5226","Mercedes-Benz M-Class ML 350 4Matic",0
"5227","Maruti Swift LDI",28.4
"5228","Hyundai Verna 1.6 CRDI AT SX Option",19.08
"5229","Tata Nano XTA",21.9
"5230","Maruti Swift Dzire LXi",17.5
"5231","Hyundai i20 Asta Option 1.2",18.6
