"","X","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","car_age"
"3319",4884,"Hyundai Grand i10 Asta","Chennai",2015,25000,"Petrol","Manual","First",18.9,1197,82,5,5.5,9
"3320",4885,"Hyundai i20 Asta 1.2","Ahmedabad",2016,57000,"Petrol","Manual","First",18.6,1197,81.83,5,6,8
"3321",4887,"Maruti Vitara Brezza ZDi Plus","Kochi",2018,57078,"Diesel","Manual","First",24.3,1248,88.5,5,10.19,6
"3322",4888,"Honda Amaze S i-Dtech","Kochi",2016,47471,"Diesel","Manual","First",25.8,1498,98.6,5,5.25,8
"3323",4890,"Hyundai i20 Sportz Diesel","Ahmedabad",2010,62000,"Diesel","Manual","First",23,1396,90,5,2.7,14
"3324",4891,"Hyundai i10 Era","Coimbatore",2013,65807,"Petrol","Manual","First",19.81,1086,68.05,5,3.39,11
"3325",4892,"Maruti Swift Dzire VDI","Hyderabad",2014,81768,"Diesel","Manual","First",26.59,1248,74,5,5.69,10
"3326",4894,"Maruti Baleno Alpha Diesel","Hyderabad",2017,24000,"Diesel","Manual","First",27.39,1248,74,5,8.4,7
"3327",4895,"Chevrolet Beat Diesel","Hyderabad",2012,72921,"Diesel","Manual","First",25.44,936,57.6,5,2.5,12
"3328",4896,"Honda Brio V MT","Pune",2012,59000,"Petrol","Manual","First",19.4,1198,86.8,5,3.25,12
"3329",4897,"Ford Figo Diesel Titanium","Mumbai",2014,33000,"Diesel","Manual","Second",20,1399,68.05,5,3.25,10
"3330",4898,"Maruti Celerio VXI AT","Pune",2016,36789,"Petrol","Automatic","First",23.1,998,67.04,5,4.25,8
"3331",4901,"Honda Brio S MT","Jaipur",2015,46650,"Petrol","Manual","First",19.4,1198,86.8,5,4.25,9
"3332",4902,"Maruti Baleno Alpha CVT","Mumbai",2018,3000,"Petrol","Automatic","First",21.4,1197,83.1,5,8.85,6
"3333",4903,"Hyundai EON Sportz","Coimbatore",2014,14799,"Petrol","Manual","First",21.1,814,55.2,5,4.14,10
"3334",4904,"Toyota Prius 2009-2016 Z4","Mumbai",2011,44000,"Electric","Automatic","First",18.1611630453379,1798,73,5,12.75,13
"3335",4905,"Hyundai i20 1.4 CRDi Sportz","Hyderabad",2015,68525,"Diesel","Manual","First",23,1396,90,5,7,9
"3336",4907,"Honda City i-VTEC VX","Ahmedabad",2017,29000,"Petrol","Manual","First",17.4,1497,117.3,5,10,7
"3337",4908,"Maruti SX4 ZDI","Kochi",2012,77407,"Diesel","Manual","Second",21.5,1248,88.8,5,3.53,12
"3338",4910,"Volkswagen Vento Diesel Highline","Delhi",2013,75000,"Diesel","Manual","First",20.54,1598,103.6,5,4.5,11
"3339",4911,"Honda City V MT","Pune",2012,69000,"Petrol","Manual","First",16.8,1497,116.3,5,4.9,12
"3340",4912,"Hyundai Creta 1.6 CRDi SX Option","Kochi",2016,52553,"Diesel","Manual","First",19.67,1582,126.2,5,12.26,8
"3341",4913,"Hyundai Xcent 1.1 CRDi SX","Mumbai",2014,58000,"Diesel","Manual","Second",24.4,1120,71,5,3.99,10
"3342",4914,"Mercedes-Benz GLC 220d 4MATIC Style","Mumbai",2017,24000,"Diesel","Automatic","First",17.9,2143,170,5,46.95,7
"3343",4915,"Ford Figo Diesel EXI","Hyderabad",2015,65542,"Diesel","Manual","First",20,1399,68,5,3.8,9
"3344",4917,"Mahindra TUV 300 2015-2019 T8","Coimbatore",2017,22251,"Diesel","Manual","First",18.49,1493,100,7,8.75,7
"3345",4919,"Hyundai Verna 1.6 SX VTVT (O)","Kochi",2017,19387,"Petrol","Manual","First",17.1,1591,121.3,5,8.42,7
"3346",4921,"Hyundai i20 Sportz 1.2","Mumbai",2016,24001,"Petrol","Manual","First",18.6,1197,81.83,5,5.75,8
"3347",4923,"Nissan Micra Active XV S","Delhi",2015,28500,"Petrol","Manual","First",19.49,1198,67.04,5,3.5,9
"3348",4927,"Skoda Rapid 1.6 TDI Active","Mumbai",2013,45000,"Diesel","Manual","First",20.5,1598,103.5,5,3.65,11
"3349",4928,"Maruti Swift Dzire VDI","Jaipur",2015,58000,"Diesel","Manual","First",23.4,1248,74,5,5.25,9
"3350",4930,"Hyundai Grand i10 CRDi Sportz","Coimbatore",2017,60993,"Diesel","Manual","First",24,1120,70,5,5.21,7
"3351",4931,"Mahindra TUV 300 T8","Pune",2016,67000,"Diesel","Manual","First",18.49,1493,100,7,6.3,8
"3352",4932,"Hyundai Grand i10 CRDi Sportz","Kochi",2014,51134,"Diesel","Manual","First",24,1120,70,5,4.72,10
"3353",4934,"Maruti Dzire AMT VDI","Coimbatore",2018,25082,"Diesel","Automatic","First",28.4,1248,73.75,5,8.37,6
"3354",4936,"Audi A6 2011-2015 35 TDI Technology","Hyderabad",2015,50000,"Diesel","Automatic","First",17.68,1968,174.33,5,36,9
"3355",4937,"Honda Jazz 1.5 V i DTEC","Pune",2015,97000,"Diesel","Manual","First",27.3,1498,98.6,5,6.4,9
"3356",4940,"Chevrolet Cruze LTZ","Hyderabad",2012,62005,"Diesel","Manual","First",18.3,1991,147.9,5,9.8,12
"3357",4941,"Chevrolet Beat Diesel LT","Hyderabad",2012,61250,"Diesel","Manual","First",25.44,936,57.6,5,2.7,12
"3358",4942,"Audi A4 35 TDI Premium Plus","Coimbatore",2014,28469,"Diesel","Automatic","First",18.25,1968,187.74,5,24.37,10
"3359",4944,"Maruti Swift Dzire VDI","Pune",2014,197000,"Diesel","Manual","First",23.4,1248,74,5,5,10
"3360",4946,"Maruti Swift VDI","Jaipur",2012,160000,"Diesel","Manual","Second",22.9,1248,74,5,3.9,12
"3361",4947,"Honda City 1.5 V MT Exclusive","Coimbatore",2012,67590,"Petrol","Manual","First",17,1497,118,5,5.65,12
"3362",4949,"Maruti Swift Ldi BSIII","Bangalore",2008,100000,"Diesel","Manual","Second",17.8,1248,75,5,3,16
"3363",4950,"Ford Aspire Titanium Diesel","Kolkata",2017,60048,"Diesel","Manual","First",26.1,1498,99,5,6,7
"3364",4951,"Hyundai i10 Sportz","Mumbai",2009,48000,"Petrol","Manual","First",20.36,1197,78.9,5,2.11,15
"3365",4953,"Maruti Alto LXi","Jaipur",2011,100000,"Petrol","Manual","First",19.7,796,46.3,5,1.5,13
"3366",4955,"Maruti Swift VXI BSIV","Bangalore",2006,80010,"Petrol","Manual","Second",20.4,1197,81.8,5,2.85,18
"3367",4956,"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Coimbatore",2017,26493,"Diesel","Automatic","First",19.27,2143,170,5,33.64,7
"3368",4957,"Tata Indica V2 DLE BSIII","Hyderabad",2011,96000,"Diesel","Manual","Second",17.88,1396,52.8,5,0.91,13
"3369",4958,"Maruti Alto 800 VXI","Jaipur",2014,45700,"Petrol","Manual","Second",22.74,796,47.3,5,2.42,10
"3370",4960,"Volkswagen Polo Petrol Comfortline 1.2L","Kolkata",2013,38000,"Petrol","Manual","First",16.47,1198,73.9,5,2.8,11
"3371",4961,"Maruti Dzire AMT ZXI Plus","Coimbatore",2019,8018,"Petrol","Automatic","First",22,1197,81.8,5,8.3,5
"3372",4963,"Maruti Swift Vdi BSIII","Jaipur",2010,152000,"Diesel","Manual","First",17.8,1248,75,5,2.9,14
"3373",4964,"BMW 3 Series 320d Prestige","Pune",2013,71000,"Diesel","Automatic","First",18.88,1995,184,5,15,11
"3374",4965,"Tata Nano STD SE","Jaipur",2012,80000,"Petrol","Manual","Second",25.4,624,37.5,4,0.53,12
"3375",4967,"Honda Brio S Option MT","Mumbai",2012,25000,"Petrol","Manual","First",18.4,1198,86.8,5,2.75,12
"3376",4968,"Tata Tiago AMT 1.2 Revotron XZA","Pune",2018,2000,"Petrol","Automatic","First",23.84,1199,83.83,5,5,6
"3377",4970,"BMW 5 Series 2003-2012 525d","Hyderabad",2011,101999,"Diesel","Automatic","First",16.73,1995,218,5,19.99,13
"3378",4971,"Toyota Corolla Altis D-4D GL","Mumbai",2014,74219,"Diesel","Manual","First",21.43,1364,87.2,5,10.75,10
"3379",4972,"Honda City i VTEC CVT VX","Mumbai",2016,25000,"Petrol","Automatic","First",18,1497,117.3,5,9.45,8
"3380",4973,"Hyundai Verna CRDi 1.6 SX Option","Hyderabad",2008,109606,"Diesel","Manual","First",22,1582,126.2,5,2.9,16
"3381",4974,"Maruti Swift Dzire VDI Optional","Kolkata",2015,36000,"Diesel","Manual","First",26.59,1248,74,5,4.7,9
"3382",4975,"Maruti Ciaz ZXi","Coimbatore",2016,41810,"Petrol","Manual","First",20.73,1373,91.1,5,7.11,8
"3383",4976,"Ford Ecosport 1.5 DV5 MT Titanium","Jaipur",2014,93321,"Diesel","Manual","First",22.7,1498,89.84,5,6.25,10
"3384",4977,"Maruti Alto K10 2010-2014 VXI","Hyderabad",2011,81000,"Petrol","Manual","First",20.92,998,67.1,5,2.2,13
"3385",4978,"Honda Amaze V CVT Petrol","Kochi",2019,25717,"Petrol","Automatic","First",19,1199,88.76,5,8.86,5
"3386",4980,"Mahindra TUV 300 2015-2019 T8","Coimbatore",2017,56380,"Diesel","Manual","First",18.49,1493,100,7,7.57,7
"3387",4981,"Honda Jazz VX","Chennai",2017,8000,"Petrol","Manual","First",18.2,1199,88.7,5,7.9,7
"3388",4982,"Maruti Swift VXI BSIII W/ ABS","Kochi",2018,14589,"Petrol","Manual","First",16.1,1298,88.2,5,5.65,6
"3389",4983,"Volkswagen Polo Petrol Highline 1.2L","Delhi",2013,65088,"Petrol","Manual","First",16.47,1198,73.9,5,3.25,11
"3390",4984,"Hyundai Creta 1.6 SX Option Diesel","Coimbatore",2019,24864,"Diesel","Manual","First",20.5,1582,126.2,5,16.27,5
"3391",4985,"Chevrolet Beat LS","Coimbatore",2011,64831,"Petrol","Manual","First",18.6,1199,79.4,5,3.21,13
"3392",4986,"Honda Amaze VX i-DTEC","Kolkata",2013,38001,"Diesel","Manual","First",25.8,1498,98.6,5,3.9,11
"3393",4988,"BMW 5 Series 530d M Sport","Hyderabad",2016,27000,"Diesel","Automatic","First",18.59,2993,265,5,48,8
"3394",4989,"Audi A3 35 TDI Premium Plus","Mumbai",2016,39000,"Diesel","Automatic","First",20.38,1968,143,5,18.9,8
"3395",4990,"Maruti Swift Dzire VDI","Pune",2015,131000,"Diesel","Manual","First",26.59,1248,74,5,3.6,9
"3396",4991,"Maruti Swift Dzire VDI","Kolkata",2015,43000,"Diesel","Manual","First",26.59,1248,74,5,5.5,9
"3397",4993,"BMW X3 xDrive20d","Bangalore",2016,45165,"Diesel","Automatic","First",16.09,1995,184,5,41.75,8
"3398",4994,"BMW 5 Series 2003-2012 525d","Hyderabad",2007,120000,"Diesel","Automatic","First",16.73,1995,218,5,10.5,17
"3399",4996,"Honda City 1.5 S MT","Delhi",2009,71499,"Petrol","Manual","First",17,1497,118,5,3,15
"3400",4997,"Force One LX 4x4","Chennai",2014,50000,"Diesel","Manual","First",17,2200,139.01,7,12,10
"3401",4998,"Volkswagen Polo 1.5 TDI Comfortline","Jaipur",2015,66000,"Diesel","Manual","First",20.14,1498,88,5,4.91,9
"3402",5000,"Toyota Etios Liva GD SP","Hyderabad",2015,69189,"Diesel","Manual","First",23.59,1364,67.06,5,5.3,9
"3403",5001,"Nissan Terrano XV Premium 110 PS","Mumbai",2014,40206,"Diesel","Manual","First",19.01,1461,108.5,5,7.22,10
"3404",5002,"BMW X3 xDrive 20d xLine","Kochi",2017,36723,"Diesel","Automatic","First",18.56,1995,190,5,32.57,7
"3405",5003,"Hyundai i20 1.2 Magna","Mumbai",2010,57500,"Petrol","Manual","First",18.5,1197,80,5,2.75,14
"3406",5005,"Ford Fiesta EXi 1.4 TDCi Ltd","Hyderabad",2011,52000,"Diesel","Manual","First",17.8,1399,68,5,3.75,13
"3407",5006,"Honda City 1.5 V AT","Kochi",2014,60952,"Petrol","Automatic","First",16.8,1497,118,5,5.91,10
"3408",5007,"Maruti Swift VDI BSIV","Chennai",2013,87192,"Diesel","Manual","First",25.2,1248,74,5,4.35,11
"3409",5008,"Hyundai Grand i10 CRDi SportZ Edition","Delhi",2014,58000,"Diesel","Manual","First",24,1120,70,5,3.25,10
"3410",5010,"Volkswagen Ameo 1.2 MPI Highline 16 Alloy","Mumbai",2016,16650,"Petrol","Manual","First",17,1198,74,5,5.5,8
"3411",5011,"Honda City i VTEC CVT VX","Kochi",2018,34696,"Petrol","Automatic","First",18,1497,117.3,5,12.08,6
"3412",5012,"Maruti Baleno Alpha 1.3","Kochi",2018,42243,"Diesel","Manual","First",27.39,1248,74,5,7.48,6
"3413",5013,"Hyundai Grand i10 CRDi Sportz","Jaipur",2016,57824,"Diesel","Manual","First",24,1120,70,5,5.5,8
"3414",5014,"Maruti Swift Dzire VDi","Jaipur",2011,110000,"Diesel","Manual","First",19.3,1248,73.9,5,3.5,13
"3415",5015,"Maruti Swift 1.3 VXi","Delhi",2006,63000,"Petrol","Manual","First",16.1,1631.55257270694,113.803144037171,5,1.6,18
"3416",5018,"Honda Jazz VX Diesel","Hyderabad",2017,17151,"Diesel","Manual","First",27.3,1498,98.6,5,8.4,7
"3417",5019,"Maruti Vitara Brezza LDi Option","Pune",2016,31001,"Diesel","Manual","First",24.3,1248,88.5,5,7.25,8
"3418",5020,"Maruti Swift Dzire VDI","Kolkata",2014,42109,"Diesel","Manual","First",23.4,1248,74,5,4.25,10
"3419",5021,"Skoda Rapid 1.5 TDI AT Elegance","Delhi",2015,55000,"Diesel","Automatic","Second",21.66,1498,103.52,5,5.7,9
"3420",5023,"Maruti Alto 800 LXI","Hyderabad",2013,30852,"Petrol","Manual","First",22.74,796,47.3,5,2.49,11
"3421",5024,"Volkswagen Polo Petrol Highline 1.2L","Pune",2011,65000,"Petrol","Manual","Second",16.47,1198,73.9,5,3,13
"3422",5025,"Honda City i DTEC SV","Delhi",2015,65000,"Diesel","Manual","First",26,1498,98.6,5,5.95,9
"3423",5026,"Maruti Swift Dzire LDI","Delhi",2013,72000,"Diesel","Manual","First",23.4,1248,74,5,2.69,11
"3424",5027,"Audi A4 2.0 TDI 177 Bhp Technology Edition","Bangalore",2014,29000,"Diesel","Automatic","First",17.11,1968,174.33,5,26,10
"3425",5028,"Honda City i VTEC VX","Kolkata",2015,32000,"Petrol","Manual","First",17.8,1497,117.3,5,5.5,9
"3426",5029,"Ford Figo Aspire 1.2 Ti-VCT Ambiente","Chennai",2016,29875,"Petrol","Manual","First",18.16,1196,86.8,5,4.85,8
"3427",5030,"Maruti Vitara Brezza LDi","Kochi",2018,32539,"Diesel","Manual","First",24.3,1248,88.5,5,8.39,6
"3428",5031,"Renault Duster 110PS Diesel RxL","Hyderabad",2015,83090,"Diesel","Manual","First",19.01,1461,108.45,5,7.99,9
"3429",5032,"Hyundai i20 Active 1.4 SX","Hyderabad",2016,62679,"Diesel","Manual","First",21.19,1396,88.73,5,6.95,8
"3430",5034,"Honda City ZX GXi","Mumbai",2006,44000,"Petrol","Manual","First",17.7,1497,78,5,1.55,18
"3431",5037,"Hyundai i10 Sportz 1.2","Kolkata",2015,18000,"Petrol","Manual","First",20.36,1197,78.9,5,2.85,9
"3432",5041,"Maruti Swift Dzire ZDI","Kolkata",2017,14000,"Diesel","Manual","First",26.59,1248,74,5,7.5,7
"3433",5042,"Audi A4 2.0 TDI Premium Sport Limited Edition","Coimbatore",2015,44811,"Diesel","Automatic","First",17.11,1968,174.33,5,25.81,9
"3434",5043,"Volkswagen Polo 1.2 MPI Comfortline","Ahmedabad",2014,44000,"Petrol","Manual","First",16.47,1198,74,5,4.3,10
"3435",5047,"Maruti Swift ZDi","Chennai",2012,58133,"Diesel","Manual","First",22.9,1248,74,5,4.8,12
"3436",5048,"Skoda Fabia 1.2 MPI Classic","Pune",2008,61000,"Petrol","Manual","Second",17.5,1198,70,5,1.65,16
"3437",5049,"Jeep Compass 2.0 Sport","Kolkata",2017,27000,"Diesel","Manual","First",17.1,1956,170,5,15,7
"3438",5050,"Tata Nano Twist XT","Ahmedabad",2014,18050,"Petrol","Manual","Second",25.4,624,37.5,4,1,10
"3439",5052,"Maruti Celerio ZDi","Ahmedabad",2015,42000,"Diesel","Manual","First",27.62,793,47,5,3.6,9
"3440",5054,"Maruti Celerio ZDi","Ahmedabad",2015,42150,"Diesel","Manual","First",27.62,793,47,5,3.6,9
"3441",5055,"Hyundai EON Era Plus","Pune",2015,30158,"Petrol","Manual","First",21.1,814,55.2,5,3.05,9
"3442",5056,"Ford Fiesta Diesel Trend","Bangalore",2011,47000,"Diesel","Manual","Second",23.5,1498,90,5,6,13
"3443",5057,"Volkswagen Polo 1.2 MPI Comfortline","Ahmedabad",2013,39000,"Petrol","Manual","First",16.47,1198,74,5,3.75,11
"3444",5058,"Volkswagen Polo 1.2 MPI Comfortline","Coimbatore",2016,32125,"Petrol","Manual","First",16.2,1199,74,5,6.17,8
"3445",5059,"Maruti Vitara Brezza ZDi","Coimbatore",2017,58829,"Diesel","Manual","First",24.3,1248,88.5,5,9.05,7
"3446",5060,"Honda Brio S MT","Coimbatore",2013,67559,"Petrol","Manual","First",19.4,1198,86.8,5,4.05,11
"3447",5061,"Maruti Swift Dzire VXi","Pune",2013,55000,"Petrol","Manual","First",17.5,1298,85.8,5,4.25,11
"3448",5062,"Maruti Celerio LXI MT","Kolkata",2018,30000,"Petrol","Manual","First",23.1,998,67.04,5,3.75,6
"3449",5064,"Ford Ecosport 1.5 DV5 MT Titanium","Kochi",2016,31826,"Diesel","Manual","First",22.7,1498,89.84,5,8.24,8
"3450",5069,"Volkswagen Polo 1.2 MPI Highline","Kochi",2015,58134,"Petrol","Manual","First",16.47,1198,74,5,4.64,9
"3451",5070,"Hyundai i10 Magna AT","Kochi",2010,30566,"Petrol","Automatic","First",19.2,1197,80,5,3.32,14
"3452",5071,"Hyundai i10 Magna 1.2","Chennai",2012,55231,"Petrol","Manual","Second",20.36,1197,78.9,5,2.78,12
"3453",5076,"Volkswagen Polo Diesel Trendline 1.2L","Kolkata",2013,45000,"Diesel","Manual","First",22.07,1199,73.9,5,3.25,11
"3454",5077,"Honda City i VTEC SV","Mumbai",2014,10500,"Petrol","Manual","First",17.4,1497,117.3,5,5.9,10
"3455",5078,"Maruti Vitara Brezza ZDi","Coimbatore",2017,21789,"Diesel","Manual","First",24.3,1248,88.5,5,9.88,7
"3456",5079,"Hyundai Elite i20 Asta Option","Coimbatore",2019,21134,"Petrol","Manual","First",18.6,1197,81.86,5,8.78,5
"3457",5081,"Nissan Sunny 2011-2014 Diesel XL","Kochi",2014,51553,"Diesel","Manual","First",21.64,1461,84.8,5,5.98,10
"3458",5084,"Hyundai Verna 1.6 SX","Kochi",2015,60519,"Diesel","Manual","First",22.32,1582,126.32,5,6.24,9
"3459",5085,"Maruti Swift Dzire VDi","Kolkata",2009,34000,"Diesel","Manual","First",19.3,1248,73.9,5,2.19,15
"3460",5086,"Maruti Dzire VDI","Hyderabad",2013,68434,"Diesel","Manual","First",28.4,1248,73.75,5,5.5,11
"3461",5087,"Maruti Alto K10 VXI","Pune",2014,17000,"Petrol","Manual","First",24.07,998,67.1,5,2.1,10
"3462",5090,"Hyundai Verna CRDi 1.6 SX Option","Mumbai",2013,79225,"Diesel","Manual","First",22,1582,126.2,5,5.5,11
"3463",5092,"Maruti Swift VXI BSIV","Hyderabad",2014,61922,"Petrol","Manual","First",20.4,1197,81.8,5,5.3,10
"3464",5093,"Hyundai Verna 1.6 CRDi S","Chennai",2015,85000,"Diesel","Manual","First",23.9,1582,126.2,5,6.3,9
"3465",5094,"Mercedes-Benz GLC 220d Celebration Edition","Kochi",2017,26192,"Diesel","Automatic","First",17.9,2143,168,5,40.47,7
"3466",5098,"Maruti Alto 800 2016-2019 LXI","Delhi",2016,35000,"Petrol","Manual","First",24.7,796,47.3,5,2.65,8
"3467",5099,"Maruti Alto K10 2010-2014 VXI","Coimbatore",2012,65349,"Petrol","Manual","First",20.92,998,67.1,5,2.81,12
"3468",5101,"Maruti Swift VXi BSIV","Mumbai",2012,61000,"Petrol","Manual","First",16.1,1197,85,5,3.3,12
"3469",5102,"Maruti Wagon R VXI","Kochi",2019,31817,"Petrol","Manual","First",22.5,998,67.04,5,5.34,5
"3470",5103,"Skoda Rapid 1.5 TDI Ambition","Hyderabad",2016,41000,"Diesel","Manual","First",21.14,1498,103.52,5,8.5,8
"3471",5106,"Maruti Ritz VXi","Coimbatore",2011,50318,"Petrol","Manual","First",18.5,1197,85.8,5,4.06,13
"3472",5107,"Mercedes-Benz GLE 250d","Hyderabad",2016,50000,"Diesel","Automatic","First",17.9,2143,201.15,5,49,8
"3473",5108,"Skoda Rapid 1.6 TDI Ambition","Bangalore",2012,72000,"Diesel","Manual","First",20.5,1598,103.5,5,4.6,12
"3474",5109,"Hyundai Grand i10 CRDi Magna","Delhi",2015,63776,"Diesel","Manual","First",24,1120,70,5,3.96,9
"3475",5110,"Hyundai Elite i20 Petrol Asta","Mumbai",2015,28133,"Petrol","Manual","First",18.6,1197,81.86,5,5.6,9
"3476",5111,"Tata Zest Quadrajet 1.3 75PS XE","Kolkata",2017,45000,"Diesel","Manual","First",22.95,1248,74,5,3.75,7
"3477",5112,"Hyundai i20 Magna 1.4 CRDi","Jaipur",2015,55697,"Diesel","Manual","First",22.54,1396,88.73,5,5.5,9
"3478",5113,"Skoda Rapid 1.6 TDI Elegance","Delhi",2012,62000,"Diesel","Manual","Second",20.5,1598,103.5,5,3,12
"3479",5115,"Maruti Swift VXI BSIII W/ ABS","Pune",2010,90246,"Petrol","Manual","First",16.1,1298,88.2,5,2.95,14
"3480",5116,"Tata Indica V2 2001-2011 eLS","Hyderabad",2015,80500,"Diesel","Manual","First",25,1396,69,5,2.45,9
"3481",5120,"Honda City V MT AVN","Chennai",2012,41000,"Petrol","Manual","Second",16.8,1497,116.3,5,4.5,12
"3482",5121,"Hyundai i20 Magna","Mumbai",2010,58000,"Petrol","Manual","Second",18.5,1197,80,5,2.5,14
"3483",5123,"Hyundai Grand i10 Magna","Delhi",2014,31200,"Petrol","Manual","First",18.9,1197,82,5,3.9,10
"3484",5126,"Hyundai EON Magna Plus","Chennai",2012,45000,"Petrol","Manual","First",21.1,814,55.2,5,2.5,12
"3485",5127,"Nissan Micra XV CVT","Kolkata",2011,44000,"Petrol","Automatic","First",19.15,1198,75.94,5,2.65,13
"3486",5128,"Honda Jazz 1.2 V CVT i VTEC","Kochi",2016,30534,"Petrol","Automatic","First",19,1199,88.7,5,7.42,8
"3487",5129,"Volkswagen Polo 1.2 MPI Trendline","Kochi",2016,46399,"Petrol","Manual","First",16.47,1198,74,5,4.63,8
"3488",5130,"Maruti Alto LXi","Kolkata",2008,42000,"Petrol","Manual","First",19.7,796,46.3,5,1.09,16
"3489",5131,"Hyundai Verna 1.6 SX","Delhi",2011,67000,"Diesel","Manual","First",22.32,1582,126.32,5,3.8,13
"3490",5133,"Tata Zest Revotron 1.2 XT","Coimbatore",2015,27000,"Petrol","Manual","First",17.57,1193,88.7,5,5.27,9
"3491",5134,"Honda Brio S Option MT","Mumbai",2012,39566,"Petrol","Manual","Second",18.4,1198,86.8,5,2.75,12
"3492",5135,"Honda Jazz VX Diesel","Chennai",2016,14980,"Diesel","Manual","First",27.3,1498,98.6,5,7.4,8
"3493",5136,"Maruti Alto K10 VXI AGS","Jaipur",2017,18491,"Petrol","Automatic","First",24.07,998,67.1,5,3.9,7
"3494",5137,"Maruti Zen VXi - BS III","Jaipur",2000,90000,"Petrol","Manual","Second",17.3,993,60,5,0.7,24
"3495",5138,"Hyundai i20 Sportz 1.4 CRDi","Pune",2015,118211,"Diesel","Manual","First",22.54,1396,88.73,5,5.9,9
"3496",5139,"Maruti SX4 S Cross DDiS 320 Zeta","Coimbatore",2016,63316,"Diesel","Manual","First",22.7,1598,118,5,9.58,8
"3497",5144,"Hyundai i10 Sportz","Mumbai",2015,20000,"Petrol","Manual","First",20.36,1197,78.9,5,3.75,9
"3498",5148,"Honda Jazz 1.2 SV i VTEC","Pune",2016,22700,"Petrol","Manual","First",18.7,1199,88.7,5,5.55,8
"3499",5151,"Volkswagen Polo Diesel Comfortline 1.2L","Hyderabad",2012,107023,"Diesel","Manual","First",22.07,1199,73.9,5,3.9,12
"3500",5152,"Maruti Swift Dzire ZDi","Delhi",2012,71082,"Diesel","Manual","First",19.3,1248,73.9,5,3.95,12
"3501",5154,"Maruti Celerio ZXI","Delhi",2014,21701,"Petrol","Manual","First",23.1,998,67.04,5,3.38,10
"3502",5155,"Honda City V MT Exclusive","Mumbai",2011,56000,"Petrol","Manual","First",16.8,1497,116.3,5,3.45,13
"3503",5156,"Hyundai i20 1.2 Spotz","Delhi",2016,32450,"Petrol","Manual","First",18.6,1197,81.83,5,5.75,8
"3504",5157,"Renault KWID RXT","Jaipur",2016,12500,"Petrol","Manual","First",25.17,799,53.3,5,2.75,8
"3505",5158,"Mercedes-Benz CLA 200 CDI Sport","Kochi",2019,20483,"Diesel","Automatic","First",17.9,2143,136,5,30.3,5
"3506",5159,"Ford Ecosport 1.5 DV5 MT Titanium","Hyderabad",2014,45800,"Diesel","Manual","First",22.7,1498,89.84,5,7.5,10
"3507",5160,"Hyundai i20 Asta 1.2","Coimbatore",2015,35441,"Petrol","Manual","First",18.6,1197,81.83,5,6.87,9
"3508",5162,"Nissan Sunny 2011-2014 Diesel XL","Chennai",2012,150000,"Diesel","Manual","First",21.64,1461,84.8,5,3.5,12
"3509",5163,"Maruti Swift VDI BSIV","Hyderabad",2014,89000,"Diesel","Manual","First",25.2,1248,74,5,5.85,10
"3510",5164,"Maruti A-Star Vxi","Hyderabad",2010,68375,"Petrol","Manual","First",19,998,66.1,5,2.5,14
"3511",5165,"Maruti Swift ZXI","Pune",2013,52000,"Petrol","Manual","First",18.6,1197,85.8,5,3.95,11
"3512",5166,"Mercedes-Benz CLA 200 CDI Sport","Jaipur",2017,39000,"Diesel","Automatic","First",17.9,2143,136,5,27,7
"3513",5167,"Maruti Ertiga ZXI","Bangalore",2014,68000,"Petrol","Manual","Second",16.02,1373,93.7,7,6.75,10
"3514",5168,"Maruti Wagon R LXI","Jaipur",2007,71000,"Petrol","Manual","Second",18.9,998,67.1,5,1.5,17
"3515",5169,"Volkswagen Polo Diesel Trendline 1.2L","Hyderabad",2012,72003,"Diesel","Manual","First",22.07,1199,73.9,5,3.9,12
"3516",5170,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Hyderabad",2014,135670,"Diesel","Manual","First",22.7,1498,89.84,5,6.55,10
"3517",5171,"Honda City i DTEC VX","Kochi",2017,65850,"Diesel","Manual","First",25.1,1498,98.6,5,9.44,7
"3518",5174,"Maruti Alto 800 2016-2019 VXI","Kolkata",2016,4000,"Petrol","Manual","First",24.7,796,47.3,5,3,8
"3519",5175,"BMW 5 Series 530d M Sport","Chennai",2010,58000,"Diesel","Automatic","First",18.59,2993,265,5,11.75,14
"3520",5176,"Hyundai EON D Lite Plus","Kochi",2016,29832,"Petrol","Manual","First",21.1,814,55.2,5,3.29,8
"3521",5177,"Maruti Swift Dzire VDI","Chennai",2016,71156,"Diesel","Manual","First",26.59,1248,74,5,6.5,8
"3522",5179,"Audi A4 2.0 TDI","Hyderabad",2011,54000,"Diesel","Automatic","First",16.55,1968,147.51,5,18,13
"3523",5181,"Tata Zest Revotron 1.2T XM","Kochi",2015,39208,"Petrol","Manual","First",17.57,1193,88.7,5,4.52,9
"3524",5182,"Force One LX ABS 7 Seating","Kolkata",2014,41000,"Diesel","Manual","First",17,2149,139.07,7,8,10
"3525",5183,"Honda City i-VTEC VX","Coimbatore",2013,38622,"Petrol","Manual","First",17.4,1497,117.3,5,6.26,11
"3526",5184,"Nissan Sunny 2011-2014 XV","Chennai",2016,18000,"Petrol","Manual","First",16.95,1498,97.7,5,7.5,8
